
surah|ayah|Verse
20|69|And throw what is in your right
20|70|So the magic dubbed a prostration, and they said: We believed in the Lord of Harun and Moses.
20|71|He said to him before I have been ears for you. And you know where we are more tormented and remained
20|72|They said we will not affect you from what we have come from the evidence and the one who broke our fast.
20|73|We believed in our Lord to forgive us, our sins, and what we have made of us from magic
20|74|He who comes to his Lord is a crime, for he has hell, and he does not die in it or revives
20|75|And whoever comes to him is a believer who has done righteousness, for those who have the highest perpetrators.
20|76|The gardens of Aden running from under which the rivers are immortal in it.
20|77|And we have indicated to Moses to be pleased with my servants, and he will be guided by a way in the sea dressed, not to be afraid of a blessing, and do not fear
20|78|So Faren followed them with his soldiers, and he cheated them from the day.
20|79|Farn was misled by his people, and what was guided
20|80|O sons of secrets, we have saved you from your enemy, and we are our backs on the side
20|81|Eat from the goodness of what we have given you, and do not overwhelm it, and my anger will be upon you.
20|82|And I am forgiven for those who repent, believe and do righteousness, then guide me
20|83|And I do not hurry you from your people, Moses
20|84|They said they are proud of my influence, and I hurried to you, Lord, to be pleased with you
20|85|He said: We have missed your people after you and the Samaritan misleading them
20|86|Moses returned to his people, Ghoban, sorry. What did you go?
20|87|They said: We did not leave your baptism with our angel, but we have carried out a visit from the adornment of the people, so we threw it, so you will be blessed.
20|88|So he brought them a hurry to them with the treasures of it, so they said this is your God, and God is Moses and forgot
20|89|Do you not see that they do not return to them a saying, nor do they have harm or benefit
20|90|And Haroun said to them before, O people
20|91|They said that we will not be happy with him until Moses will return to us.
20|92|He said, O Haroun, what prevented you when you saw them
20|93|Do you not follow?
20|94|He said, O son of a mother
20|95|He said: What do you think of you, Samarri
20|96|He said, I did not see what they had not seen, and I fell in the arrest of the influence of the Messenger, so I rejected it, and as well
20|97|He said, go, for you are in life, to say that there is no basis. Let us blow it up in the day, sorry
20|98|But God, God, who is no god but He ۚ and the expansion of everything with knowledge
20|99|We have been short of you from the prophets of what has been before
20|100|Whoever offers to it, then he carries the day of resurrection
20|101|Creators in it 😂 and worse for them on the Day of Resurrection
20|102|The day is breathed into the images ۚ and we are governing the criminals on the day
20|103|You are afraid of them if you are only ten
20|104|We know what they say when he says, I like them as a way if you are only one day
20|105|And they ask you about the mountains, so say, my Lord, my Lord, sorry
20|106|So it will be shrouded in a class
20|107|Do not see it in it, nor a nation
20|108|Then they follow the preacher, and I have no shelter.
20|109|Then the intercession does not benefit except for those who have mercy on him and the satisfaction of him saying
20|110|He knows what is between their hands and what they left and do not surround it with knowledge
20|111|And she cursed the faces of the living neighborhood ۖ and whoever carried injustice was disappointed
20|112|And whoever works from the righteous and is a believer, he does not fear injustice, nor does he digest
20|113|Likewise, we have sent it an Arabic Quran and we have displaced in it from the return, so that they may fear or speak to them.
20|114|So God Almighty is the right to the right, and do not hurry with the Qur’an before you will be destroyed to you and his life.
